,F
42819,2
42820,6
42821,2
42822,2
42823,2
42824,1
42825,1
42826,1
42827,2
42828,1
42829,1
42830,1
42831,3
42832,1
42833,5
42834,1
42835,1
42836,4
42837,1
42838,1
42839,4
42840,1
42841,2
42842,1
42843,1
42844,1
42845,1
42846,1
42847,2
42848,1
42849,1
42850,1
42851,2
42852,1
42853,1
42854,3
42855,1
42856,1
42857,1
42858,1
42859,1
42860,1
42861,4
42862,1
42863,3
42864,1
42865,1
42866,2
42867,1
42868,23
42869,1
42870,1
42871,2
42872,1
42873,1
42874,1
42875,1
42876,3
42877,1
42878,5
42879,1
42880,1
42881,1
42882,5
42883,1
42884,2
42885,2
42886,1
42887,1
42888,1
42889,1
42890,1
42891,1
42892,1
42893,1
42894,1
42895,3
42896,1
42897,1
42898,4
42899,1
42900,49
42901,2
42902,1
42903,1
42904,2
42905,2
42906,3
42907,1
42908,2
42909,1
42910,2
42911,56
42912,2
42913,4
42914,1
42915,1
42916,6
42917,2
42918,2
42919,3
42920,2
42921,3
42922,1
42923,2
42924,30
42925,1
42926,1
42927,1
42928,1
42929,23
42930,4
42931,1
42932,1
42933,1
42934,3
42935,1
42936,1
42937,2
42938,2
42939,4
42940,7
42941,2
42942,2
42943,6
42944,1
42945,1
42946,4
42947,4
42948,2
42949,6
42950,3
42951,2
42952,3
42953,8
42954,2
42955,2
42956,1
42957,2
42958,3
42959,1
42960,1
42961,2
42962,1
42963,1
42964,3
42965,1
42966,23
42967,1
42968,3
42969,1
42970,1
42971,1
42972,1
42973,1
42974,1
42975,1
42976,46
42977,1
42978,1
42979,1
42980,1
42981,1
42982,1
42983,3
42984,1
42985,1
42986,1
42987,9
42988,3
42989,1
42990,4
42991,3
42992,3
42993,4
42994,1
42995,2
42996,1
42997,1
42998,1
42999,1
43000,1
43001,2
43002,2
43003,5
43004,1
43005,1
43006,1
43007,2
43008,1
43009,1
43010,1
43011,1
43012,8
43013,3
43014,2
43015,3
43016,1
43017,2
43018,7
43019,1
43020,1
43021,1
43022,1
43023,1
43024,2
43025,1
43026,2
43027,1
43028,1
43029,1
43030,1
43031,1
43032,1
43033,2
43034,1
43035,2
43036,1
43037,1
43038,1
43039,3
43040,1
43041,3
43042,1
43043,1
43044,1
43045,1
43046,1
43047,14
43048,1
43049,1
43050,1
43051,2
43052,2
43053,1
43054,1
43055,1
43056,1
43057,1
43058,1
43059,6
43060,1
43061,1
43062,4
43063,2
43064,4
43065,4
43066,13
43067,2
43068,1
43069,6
43070,1
43071,2
43072,1
43073,1
43074,1
43075,1
43076,1
43077,39
43078,2
43079,4
43080,1
43081,10
43082,1
43083,4
43084,1
43085,9
43086,1
43087,3
43088,2
43089,1
43090,1
43091,26
43092,2
43093,2
43094,2
43095,4
43096,1
43097,1
43098,2
43099,1
43100,1
43101,6
43102,1
43103,1
43104,1
43105,9
43106,1
43107,1
43108,1
43109,3
43110,1
43111,2
43112,1
43113,1
43114,1
43115,5
43116,1
43117,4
43118,1
43119,1
43120,1
43121,1
43122,14
43123,2
43124,1
43125,1
43126,3
43127,2
43128,1
43129,1
43130,4
43131,1
43132,1
43133,1
43134,10
43135,2
43136,8
43137,4
43138,1
43139,1
43140,2
43141,2
43142,1
43143,1
43144,1
43145,1
43146,1
43147,1
43148,1
43149,1
43150,1
43151,1
43152,21
43153,1
43154,1
43155,1
43156,1
43157,1
43158,1
43159,1
43160,1
43161,1
43162,1
43163,2
43164,2
43165,1
43166,1
43167,3
43168,1
43169,1
43170,10
43171,1
43172,1
43173,1
43174,28
43175,1
43176,1
43177,1
43178,1
43179,2
43180,6
43181,1
43182,1
43183,1
43184,1
43185,11
43186,2
43187,1
43188,2
43189,9
43190,1
43191,2
43192,1
43193,1
43194,2
43195,2
43196,1
43197,1
43198,1
43199,1
43200,1
43201,1
43202,1
43203,3
43204,1
43205,1
43206,1
43207,1
43208,1
43209,1
43210,2
43211,1
43212,1
43213,1
43214,3
43215,1
43216,1
43217,3
43218,1
43219,1
43220,1
43221,1
43222,3
43223,5
43224,1
43225,1
43226,2
43227,1
43228,8
43229,1
43230,1
43231,1
43232,1
43233,2
43234,1
43235,1
43236,1
43237,1
43238,1
43239,1
43240,1
43241,9
43242,7
43243,1
43244,1
43245,1
43246,1
43247,1
43248,1
43249,2
43250,1
43251,2
43252,1
43253,1
43254,1
43255,1
43256,1
43257,5
43258,2
43259,4
43260,1
43261,1
43262,1
43263,1
43264,1
43265,1
43266,1
43267,3
43268,1
43269,3
43270,3
43271,7
43272,8
43273,1
43274,2
43275,9
43276,1
43277,2
43278,1
43279,1
43280,1
43281,5
43282,1
43283,1
43284,1
43285,1
43286,4
43287,3
43288,2
43289,40
43290,1
43291,1
43292,1
43293,2
43294,25
43295,1
43296,1
43297,2
43298,2
43299,1
43300,8
43301,1
43302,1
43303,1
43304,5
43305,4
43306,1
43307,1
43308,8
43309,1
43310,3
43311,1
43312,1
43313,1
43314,14
43315,1
43316,13
43317,1
43318,1
43319,1
43320,1
43321,1
43322,9
43323,8
43324,1
43325,1
43326,7
43327,6
43328,25
43329,1
43330,1
43331,1
43332,1
43333,1
43334,1
43335,4
43336,1
43337,6
43338,1
43339,1
43340,6
43341,4
43342,61
43343,1
43344,2
43345,8
43346,1
43347,4
43348,1
43349,1
43350,3
43351,1
43352,1
43353,1
43354,1
43355,1
43356,1
43357,1
43358,1
43359,3
43360,1
43361,1
43362,1
43363,1
43364,2
43365,2
43366,3
43367,1
43368,1
43369,2
43370,2
43371,2
43372,2
43373,4
43374,5
43375,1
43376,1
43377,1
43378,1
43379,2
43380,2
43381,1
43382,1
43383,1
43384,1
43385,1
43386,4
43387,2
43388,2
43389,1
43390,5
43391,1
43392,1
43393,1
43394,1
43395,1
43396,1
43397,4
43398,1
43399,1
43400,2
43401,1
43402,1
43403,3
43404,1
43405,1
43406,1
43407,1
43408,1
43409,1
43410,1
43411,1
43412,2
43413,1
43414,2
43415,1
43416,1
43417,14
43418,2
43419,2
43420,1
43421,1
43422,1
43423,1
43424,1
43425,1
43426,1
43427,5
43428,4
43429,9
43430,1
43431,1
43432,52
43433,1
43434,1
43435,1
43436,3
43437,1
43438,1
43439,1
43440,1
43441,1
43442,2
43443,1
43444,3
43445,1
43446,1
43447,1
43448,4
43449,2
43450,1
43451,2
43452,1
43453,1
43454,1
43455,1
43456,2
43457,2
43458,1
43459,1
43460,1
43461,1
43462,1
43463,1
43464,2
43465,2
43466,1
43467,2
43468,7
43469,1
43470,11
43471,1
43472,1
43473,2
43474,1
43475,9
43476,1
43477,1
43478,1
43479,1
43480,1
43481,4
43482,4
43483,1
43484,1
43485,2
43486,1
43487,1
43488,1
43489,2
43490,6
43491,1
43492,1
43493,2
43494,3
43495,1
43496,1
43497,4
43498,1
43499,1
43500,2
43501,1
43502,1
43503,1
43504,1
43505,1
43506,1
43507,1
43508,2
43509,1
43510,1
43511,1
43512,1
43513,1
43514,2
43515,1
43516,6
43517,3
43518,6
43519,3
43520,1
43521,1
43522,10
43523,2
43524,1
43525,2
43526,1
43527,6
43528,2
43529,1
43530,1
43531,2
43532,1
43533,1
43534,1
43535,1
43536,1
43537,25
43538,1
43539,1
43540,1
43541,6
43542,1
43543,1
43544,1
43545,1
43546,1
43547,1
43548,1
43549,1
43550,1
43551,1
43552,1
43553,1
43554,1
43555,3
43556,1
43557,1
43558,1
43559,3
43560,2
43561,1
43562,3
43563,6
43564,20
43565,3
43566,1
43567,2
43568,8
43569,2
43570,1
43571,1
43572,1
43573,1
43574,1
43575,1
43576,1
43577,1
43578,1
43579,2
43580,1
43581,2
43582,1
43583,1
43584,2
43585,4
43586,2
43587,4
43588,1
43589,1
43590,1
43591,1
43592,1
43593,2
43594,1
43595,1
43596,1
43597,2
43598,3
43599,1
43600,3
43601,1
43602,1
43603,1
43604,1
43605,1
43606,5
43607,4
43608,1
43609,1
43610,1
43611,5
43612,1
43613,1
43614,1
43615,2
43616,1
43617,1
43618,1
43619,1
43620,1
43621,4
43622,1
43623,1
43624,1
43625,1
43626,5
43627,2
43628,1
43629,1
43630,1
43631,1
43632,2
43633,1
43634,1
43635,1
43636,1
43637,2
43638,1
43639,1
43640,1
43641,1
43642,1
43643,1
43644,1
43645,1
43646,2
43647,1
43648,3
43649,1
43650,1
43651,1
43652,1
43653,1
43654,1
43655,1
43656,1
43657,1
43658,5
43659,1
43660,2
43661,3
43662,1
43663,1
43664,2
43665,1
43666,7
43667,1
43668,3
43669,1
43670,1
43671,1
43672,1
43673,2
43674,1
43675,3
43676,1
43677,2
43678,4
43679,6
43680,1
43681,1
43682,1
43683,1
43684,1
43685,1
43686,9
43687,4
43688,1
43689,6
43690,4
43691,2
43692,4
43693,1
43694,5
43695,1
43696,1
43697,1
43698,1
43699,1
43700,6
43701,9
43702,1
43703,1
43704,3
43705,1
43706,1
43707,10
43708,6
43709,1
43710,4
43711,1
43712,1
43713,1
43714,6
43715,2
43716,7
43717,1
43718,1
43719,1
43720,11
43721,1
43722,1
43723,1
43724,1
43725,2
43726,1
43727,1
43728,3
43729,1
43730,1
43731,3
43732,2
43733,1
43734,2
43735,1
43736,2
43737,1
43738,2
43739,1
43740,1
43741,1
43742,1
43743,13
43744,25
43745,1
43746,2
43747,1
43748,31
43749,18
43750,1
43751,1
43752,1
43753,1
43754,1
43755,2
43756,1
43757,4
43758,1
43759,1
43760,1
43761,1
43762,1
43763,1
43764,1
43765,2
43766,1
43767,1
43768,3
43769,2
43770,1
43771,2
43772,1
43773,1
43774,2
43775,2
43776,1
43777,1
43778,1
43779,1
43780,1
43781,1
43782,2
43783,1
43784,2
43785,3
43786,1
43787,1
43788,3
43789,1
43790,10
43791,1
43792,1
43793,1
43794,3
43795,2
43796,1
43797,1
43798,1
43799,1
43800,1
43801,1
43802,2
43803,2
43804,1
43805,1
43806,1
43807,3
43808,5
43809,3
43810,1
43811,1
43812,1
43813,1
43814,7
43815,4
43816,1
43817,1
43818,1
43819,1
43820,1
43821,2
43822,1
43823,11
43824,1
43825,1
43826,1
43827,1
43828,3
43829,2
43830,2
43831,1
43832,1
43833,1
43834,1
43835,1
43836,1
43837,1
43838,1
43839,1
43840,1
43841,2
43842,5
43843,1
43844,1
43845,1
43846,1
43847,1
43848,1
43849,4
43850,1
43851,1
43852,2
43853,1
43854,1
43855,2
43856,6
43857,1
43858,1
43859,2
43860,1
43861,1
43862,1
43863,1
43864,3
43865,3
43866,1
43867,1
43868,1
43869,1
43870,1
43871,1
43872,1
43873,1
43874,2
43875,10
43876,1
43877,1
43878,1
43879,1
43880,1
43881,1
43882,1
43883,3
43884,3
43885,2
43886,2
43887,1
43888,1
43889,12
43890,1
43891,1
43892,1
43893,2
43894,1
43895,1
43896,1
43897,1
43898,1
43899,1
43900,1
43901,1
43902,1
43903,5
43904,3
43905,4
43906,2
43907,4
43908,1
43909,1
43910,2
43911,1
43912,5
43913,1
43914,1
43915,3
43916,1
43917,1
43918,3
43919,1
43920,1
43921,1
43922,1
43923,1
43924,1
43925,3
43926,1
43927,1
43928,2
43929,1
43930,1
43931,7
43932,1
43933,1
43934,1
43935,1
43936,12
43937,1
43938,1
43939,2
43940,2
43941,1
43942,5
43943,1
43944,1
43945,1
43946,3
43947,2
43948,1
43949,2
43950,1
43951,2
43952,2
43953,3
43954,1
43955,1
43956,1
43957,1
43958,2
43959,1
43960,1
43961,1
43962,1
43963,2
43964,1
43965,2
43966,2
43967,2
43968,3
43969,1
43970,25
43971,3
43972,5
43973,1
43974,1
43975,1
43976,1
43977,1
43978,1
43979,1
43980,3
43981,2
43982,2
43983,1
43984,1
43985,4
43986,1
43987,2
43988,1
43989,1
43990,1
43991,1
43992,2
43993,1
43994,1
43995,5
43996,6
43997,5
43998,3
43999,1
44000,1
44001,1
44002,1
44003,2
44004,1
44005,1
44006,1
44007,3
44008,2
44009,2
44010,3
44011,2
44012,1
44013,2
44014,1
44015,4
44016,2
44017,1
44018,1
44019,5
44020,1
44021,1
44022,1
44023,1
44024,1
44025,2
44026,8
44027,1
44028,8
44029,1
44030,1
44031,2
44032,1
44033,1
44034,2
44035,1
44036,1
44037,1
44038,2
44039,2
44040,1
44041,1
44042,1
44043,1
44044,9
44045,1
44046,1
44047,1
44048,1
44049,1
44050,1
44051,1
44052,4
44053,1
44054,4
44055,1
44056,7
44057,2
44058,1
44059,4
44060,2
44061,1
44062,3
44063,3
44064,4
44065,1
44066,1
44067,1
44068,2
44069,1
44070,1
44071,1
44072,1
44073,1
44074,1
44075,1
44076,1
44077,2
44078,1
44079,1
44080,3
44081,1
44082,1
44083,2
44084,1
44085,3
44086,1
44087,1
44088,1
44089,1
44090,1
44091,1
44092,1
44093,2
44094,1
44095,1
44096,1
44097,2
44098,1
44099,1
44100,15
44101,2
44102,1
44103,2
44104,1
44105,1
44106,1
44107,1
44108,1
44109,1
44110,2
44111,2
44112,1
44113,1
44114,1
44115,1
44116,2
44117,1
44118,2
44119,2
44120,1
44121,1
44122,1
44123,1
44124,2
44125,2
44126,1
44127,1
44128,1
44129,1
44130,7
44131,1
44132,2
44133,3
44134,1
44135,1
44136,1
44137,1
44138,1
44139,1
44140,1
44141,26
44142,2
44143,1
44144,1
44145,1
44146,1
44147,2
44148,1
44149,1
44150,1
44151,4
44152,2
44153,1
44154,1
44155,2
44156,5
44157,3
44158,1
44159,1
44160,7
44161,1
44162,2
44163,1
44164,1
44165,1
44166,3
44167,1
44168,1
44169,2
44170,1
44171,1
44172,1
44173,3
44174,16
44175,1
44176,1
44177,2
44178,1
44179,1
44180,1
44181,1
44182,1
44183,1
44184,1
44185,1
44186,1
44187,1
44188,1
44189,12
44190,1
44191,34
44192,3
44193,4
44194,1
44195,1
44196,1
44197,1
44198,6
44199,1
44200,1
44201,2
44202,1
44203,6
44204,1
44205,1
44206,1
44207,9
44208,1
44209,1
44210,1
44211,3
44212,3
44213,1
44214,1
44215,4
44216,1
44217,1
44218,5
44219,2
44220,1
44221,5
44222,3
44223,2
44224,2
44225,3
44226,6
44227,1
44228,1
44229,1
44230,1
44231,1
44232,1
44233,1
44234,9
44235,1
44236,1
44237,3
44238,4
44239,1
44240,1
44241,1
44242,1
44243,1
44244,1
44245,3
44246,1
44247,1
44248,1
44249,2
44250,1
44251,1
44252,1
44253,1
44254,2
44255,1
44256,3
44257,1
44258,1
44259,1
44260,1
44261,1
44262,7
44263,1
44264,1
44265,2
44266,2
44267,4
44268,2
44269,2
44270,1
44271,1
44272,1
44273,3
44274,1
44275,2
44276,3
44277,10
44278,1
44279,2
44280,1
44281,7
44282,2
44283,2
44284,15
44285,4
44286,1
44287,1
44288,2
44289,1
44290,1
44291,2
44292,1
44293,1
44294,3
44295,3
44296,27
44297,2
44298,6
44299,8
44300,2
44301,1
44302,4
44303,1
44304,1
44305,1
44306,4
44307,2
44308,4
44309,1
44310,1
44311,1
44312,4
44313,1
44314,1
44315,4
44316,1
44317,1
44318,2
44319,1
44320,1
44321,1
44322,1
44323,1
44324,1
44325,1
44326,1
44327,3
44328,1
44329,1
44330,4
44331,3
44332,3
44333,1
44334,2
44335,1
44336,1
44337,1
44338,2
44339,1
44340,4
44341,2
44342,2
44343,1
44344,5
44345,1
44346,2
44347,1
44348,1
44349,1
44350,1
44351,1
44352,5
44353,1
44354,2
44355,1
44356,1
44357,7
44358,1
44359,1
44360,1
44361,1
44362,1
44363,1
44364,1
44365,1
44366,2
44367,1
44368,1
44369,15
44370,2
44371,3
44372,3
44373,1
44374,2
44375,1
44376,1
44377,1
44378,1
44379,1
44380,4
44381,1
44382,1
44383,1
44384,1
44385,1
44386,1
44387,2
44388,1
44389,1
44390,1
44391,1
44392,1
44393,1
44394,1
44395,2
44396,1
44397,2
44398,2
44399,3
44400,1
44401,1
44402,1
44403,1
44404,2
44405,1
44406,2
44407,2
44408,1
44409,1
44410,1
44411,1
44412,1
44413,1
44414,4
44415,1
44416,1
44417,3
44418,1
44419,9
44420,1
44421,9
44422,3
44423,4
44424,1
44425,1
44426,2
44427,1
44428,1
44429,1
44430,1
44431,1
44432,3
44433,1
44434,1
44435,2
44436,1
44437,1
44438,1
44439,1
44440,2
44441,1
44442,1
44443,1
44444,1
44445,28
44446,1
44447,2
44448,1
44449,1
44450,15
44451,5
44452,1
44453,3
44454,1
44455,1
44456,1
44457,1
44458,1
44459,1
44460,2
44461,2
44462,1
44463,2
44464,9
44465,2
44466,1
44467,3
44468,4
44469,1
44470,1
44471,1
44472,1
44473,1
44474,2
44475,1
44476,1
44477,5
44478,2
44479,7
44480,1
44481,1
44482,1
44483,1
44484,1
44485,3
44486,1
44487,1
44488,4
44489,2
44490,1
44491,1
44492,1
44493,1
44494,3
44495,6
44496,1
44497,2
44498,1
44499,2
44500,2
44501,3
44502,1
44503,1
44504,1
44505,1
44506,2
44507,1
44508,1
44509,1
44510,1
44511,1
44512,2
44513,3
44514,2
44515,1
44516,2
44517,1
44518,6
44519,1
44520,1
44521,1
44522,1
44523,1
44524,1
44525,2
44526,1
44527,1
44528,4
44529,1
44530,1
44531,14
44532,1
44533,1
44534,1
44535,1
44536,5
44537,1
44538,2
44539,2
44540,2
44541,1
44542,1
44543,1
44544,1
44545,3
44546,2
44547,9
44548,1
44549,1
44550,1
44551,1
44552,1
44553,1
44554,1
44555,1
44556,2
44557,3
44558,1
44559,1
44560,1
44561,1
44562,1
44563,1
44564,3
44565,1
44566,8
44567,3
44568,1
44569,3
44570,1
44571,1
44572,3
44573,1
44574,1
44575,1
44576,1
44577,1
44578,1
44579,2
44580,1
44581,1
44582,3
44583,1
44584,2
44585,2
44586,2
44587,26
44588,2
44589,1
44590,2
44591,1
44592,4
44593,6
44594,1
44595,1
44596,1
44597,2
44598,6
44599,1
44600,1
44601,1
44602,1
44603,1
44604,2
44605,1
44606,1
44607,1
44608,3
44609,6
44610,1
44611,2
44612,1
44613,2
44614,2
44615,1
44616,2
44617,2
44618,1
44619,3
44620,1
44621,1
44622,2
44623,1
44624,7
44625,12
44626,1
44627,1
44628,2
44629,11
44630,1
44631,1
44632,1
44633,63
44634,1
44635,1
44636,3
44637,1
44638,2
44639,1
44640,1
44641,1
44642,5
44643,1
44644,1
44645,2
44646,2
44647,1
44648,1
44649,4
44650,1
44651,1
44652,2
44653,1
44654,2
44655,1
44656,1
44657,1
44658,1
44659,1
44660,2
44661,14
44662,1
44663,2
44664,2
44665,1
44666,2
44667,2
44668,1
44669,1
44670,1
44671,3
44672,2
44673,1
44674,1
44675,1
44676,1
44677,2
44678,2
44679,1
44680,2
44681,10
44682,4
44683,2
44684,3
44685,1
44686,1
44687,1
44688,1
44689,2
44690,2
44691,4
44692,3
44693,2
44694,5
44695,1
44696,3
44697,1
44698,1
44699,4
44700,1
44701,1
44702,3
44703,1
44704,22
44705,1
44706,14
44707,2
44708,1
44709,1
44710,1
44711,7
44712,1
44713,1
44714,1
44715,1
44716,2
44717,1
44718,3
44719,21
44720,1
44721,2
44722,2
44723,1
44724,1
44725,1
44726,4
44727,1
44728,1
44729,1
44730,1
44731,5
44732,3
44733,1
44734,1
44735,2
44736,76
44737,1
44738,1
44739,1
44740,2
44741,1
44742,3
44743,1
44744,1
44745,1
44746,1
44747,1
44748,1
44749,11
44750,2
44751,1
44752,2
44753,1
44754,3
44755,1
44756,4
44757,2
44758,1
44759,1
44760,1
44761,2
44762,2
44763,2
44764,1
44765,1
44766,1
44767,1
44768,1
44769,2
44770,3
44771,6
44772,4
44773,1
44774,11
44775,1
44776,1
44777,2
44778,1
44779,1
44780,1
44781,1
44782,1
44783,1
44784,9
44785,5
44786,8
44787,1
44788,1
44789,1
44790,14
44791,1
44792,2
44793,1
44794,1
44795,1
44796,1
44797,1
44798,1
44799,2
44800,1
44801,6
44802,4
44803,3
44804,1
44805,1
44806,1
44807,77
44808,1
44809,1
44810,1
44811,1
44812,10
44813,1
44814,1
44815,1
44816,1
44817,1
44818,1
44819,1
44820,1
44821,1
44822,1
44823,4
44824,1
44825,29
44826,6
44827,10
44828,2
44829,4
44830,1
44831,4
44832,1
44833,2
44834,1
44835,1
44836,2
44837,6
44838,1
44839,3
44840,1
44841,1
44842,2
44843,1
44844,1
44845,11
44846,1
44847,1
44848,1
44849,1
44850,2
44851,49
44852,1
44853,1
44854,1
44855,1
44856,2
44857,3
44858,1
44859,1
44860,1
44861,1
44862,1
44863,1
44864,1
44865,1
44866,8
44867,3
44868,1
44869,3
44870,3
44871,1
44872,2
44873,5
44874,1
44875,1
44876,1
44877,1
44878,6
44879,1
44880,1
44881,1
44882,1
44883,4
44884,1
44885,1
44886,1
44887,2
44888,1
44889,1
44890,1
44891,3
44892,1
44893,1
44894,3
44895,2
44896,1
44897,1
44898,1
44899,1
44900,1
44901,2
44902,1
44903,2
44904,1
44905,1
44906,1
44907,1
44908,2
44909,1
44910,1
44911,2
44912,1
44913,1
44914,3
44915,1
44916,10
44917,1
44918,2
44919,1
44920,2
44921,1
44922,1
44923,8
44924,1
44925,1
44926,1
44927,1
44928,1
44929,1
44930,3
44931,1
44932,1
44933,3
44934,1
44935,1
44936,2
44937,2
44938,2
44939,1
44940,1
44941,1
44942,1
44943,1
44944,1
44945,1
44946,1
44947,2
44948,1
44949,1
44950,1
44951,1
44952,2
44953,1
44954,2
44955,1
44956,1
44957,1
44958,1
44959,1
44960,8
44961,2
44962,1
44963,1
44964,2
44965,3
44966,5
44967,1
44968,1
44969,1
44970,1
44971,2
44972,17
44973,2
44974,14
44975,1
44976,1
44977,2
44978,1
44979,1
44980,1
44981,4
44982,2
44983,1
44984,10
44985,6
44986,4
44987,7
44988,1
44989,3
44990,8
44991,4
44992,1
44993,1
44994,5
44995,71
44996,1
44997,17
44998,1
44999,2
45000,36
45001,7
45002,3
45003,41
45004,1
45005,2
45006,2
45007,1
45008,1
45009,1
45010,1
45011,1
45012,1
45013,2
45014,4
45015,1
45016,4
45017,4
45018,2
45019,3
45020,12
45021,1
45022,2
45023,1
45024,2
45025,1
45026,1
45027,1
45028,3
45029,1
45030,9
45031,4
45032,1
45033,3
45034,14
45035,1
45036,9
45037,1
45038,10
45039,1
45040,1
45041,6
45042,1
45043,1
45044,1
45045,1
45046,18
45047,4
45048,1
45049,1
45050,3
45051,1
45052,10
45053,3
45054,1
45055,1
45056,16
45057,2
45058,9
45059,1
45060,3
45061,1
45062,11
45063,1
45064,1
45065,1
45066,2
45067,1
45068,5
45069,1
45070,1
45071,2
45072,1
45073,1
45074,1
45075,1
45076,1
45077,1
45078,11
45079,1
45080,1
45081,1
45082,1
45083,3
45084,1
45085,2
45086,1
45087,4
45088,1
45089,1
45090,5
45091,1
45092,1
45093,1
45094,1
45095,1
45096,1
45097,1
45098,1
45099,1
45100,7
45101,1
45102,1
45103,1
45104,1
45105,1
45106,1
45107,1
45108,3
45109,3
45110,2
45111,1
45112,1
45113,13
45114,2
45115,2
45116,1
45117,1
45118,1
45119,1
45120,2
45121,10
45122,1
45123,1
45124,2
45125,1
45126,1
45127,3
45128,1
45129,1
45130,2
45131,3
45132,1
45133,4
45134,1
45135,3
45136,3
45137,1
45138,1
45139,1
45140,1
45141,1
45142,3
45143,2
45144,5
45145,1
45146,2
45147,1
45148,1
45149,1
45150,1
45151,1
45152,4
45153,1
45154,1
45155,3
45156,1
45157,1
45158,2
45159,1
45160,9
45161,1
45162,1
45163,1
45164,1
45165,1
45166,2
45167,1
45168,6
45169,1
45170,1
45171,1
45172,1
45173,1
45174,1
45175,1
45176,1
45177,1
45178,1
45179,1
45180,1
45181,1
45182,1
45183,1
45184,1
45185,2
45186,1
45187,1
45188,16
45189,1
45190,3
45191,1
45192,1
45193,1
45194,1
45195,2
45196,1
45197,3
45198,1
45199,3
45200,1
45201,3
45202,1
45203,3
45204,28
45205,1
45206,1
45207,5
45208,1
45209,1
45210,27
45211,2
45212,2
45213,2
45214,6
45215,1
45216,2
45217,2
45218,1
45219,2
45220,3
45221,1
45222,1
45223,1
45224,1
45225,2
45226,2
45227,3
45228,6
45229,2
45230,1
45231,1
45232,1
45233,2
45234,3
45235,3
45236,2
45237,1
45238,2
45239,1
45240,1
45241,3
45242,1
45243,1
45244,1
45245,1
45246,1
45247,1
45248,1
45249,1
45250,2
45251,4
45252,9
45253,2
45254,3
45255,2
45256,3
45257,31
45258,2
45259,2
45260,2
45261,2
45262,2
45263,4
45264,2
45265,2
45266,5
45267,2
45268,4
45269,3
45270,1
45271,2
45272,1
45273,1
45274,1
45275,1
45276,1
45277,1
45278,1
45279,3
45280,3
45281,1
45282,1
45283,1
45284,2
45285,1
45286,2
45287,2
45288,2
45289,1
45290,2
45291,1
45292,6
45293,3
45294,4
45295,3
45296,1
45297,2
45298,13
45299,1
45300,1
45301,8
45302,1
45303,1
45304,1
45305,5
45306,1
45307,1
45308,2
45309,3
45310,6
45311,1
45312,1
45313,1
45314,1
45315,1
45316,2
45317,1
45318,2
45319,1
45320,1
45321,1
45322,2
45323,13
45324,1
45325,1
45326,1
45327,1
45328,6
45329,4
45330,4
45331,2
45332,9
45333,2
45334,1
45335,2
45336,1
45337,1
45338,2
45339,11
45340,1
45341,1
45342,2
45343,1
45344,1
45345,2
45346,1
45347,1
45348,1
45349,1
45350,1
45351,1
45352,2
45353,1
45354,2
45355,3
45356,2
45357,1
45358,1
45359,1
45360,1
45361,1
45362,3
45363,1
45364,2
45365,10
45366,6
45367,1
45368,1
45369,1
45370,1
45371,7
45372,3
45373,1
45374,1
45375,1
45376,19
45377,3
45378,2
45379,1
45380,1
45381,1
45382,1
45383,1
45384,1
45385,4
45386,1
45387,1
45388,1
45389,1
45390,1
45391,1
45392,2
45393,5
45394,1
45395,25
45396,1
45397,1
45398,3
45399,1
45400,1
45401,11
45402,2
45403,2
45404,7
45405,2
45406,1
45407,2
45408,1
45409,1
45410,3
45411,5
45412,1
45413,1
45414,2
45415,1
45416,3
45417,1
45418,2
45419,1
45420,1
45421,1
45422,2
45423,1
45424,13
45425,1
45426,1
45427,4
45428,4
45429,2
45430,1
45431,1
45432,1
45433,1
45434,1
45435,1
45436,1
45437,1
45438,1
45439,3
45440,1
45441,1
45442,1
45443,1
45444,1
45445,6
45446,1
45447,1
45448,1
45449,1
45450,6
45451,1
45452,1
45453,1
45454,1
45455,2
45456,1
45457,2
45458,1
45459,3
45460,1
45461,1
45462,1
45463,1
45464,1
45465,5
45466,1
45467,1
45468,6
45469,1
45470,2
45471,2
45472,1
45473,2
45474,1
45475,1
45476,2
45477,1
45478,3
45479,1
45480,9
45481,1
45482,1
45483,1
45484,1
45485,1
45486,1
45487,3
45488,1
45489,2
45490,1
45491,1
45492,1
45493,1
45494,1
45495,1
45496,1
45497,1
45498,1
45499,1
45500,1
45501,1
45502,1
45503,2
45504,2
45505,7
45506,3
45507,6
45508,1
45509,2
45510,1
45511,1
45512,1
45513,2
45514,10
45515,2
45516,1
45517,23
45518,1
45519,1
45520,1
45521,1
45522,1
45523,1
45524,1
45525,2
45526,1
45527,1
45528,5
45529,2
45530,2
45531,1
45532,1
45533,2
45534,1
45535,1
45536,1
45537,1
45538,2
45539,1
45540,4
45541,1
45542,2
45543,1
45544,1
45545,1
45546,1
45547,1
45548,1
45549,1
45550,1
45551,1
45552,2
45553,1
45554,1
45555,1
45556,1
45557,2
45558,3
45559,1
45560,1
45561,3
45562,3
45563,1
45564,1
45565,8
45566,1
45567,52
45568,1
45569,1
45570,1
45571,23
45572,1
45573,1
45574,1
45575,6
45576,1
45577,2
45578,3
45579,2
45580,2
45581,1
45582,2
45583,29
45584,1
45585,1
45586,1
45587,3
45588,2
45589,1
45590,1
45591,1
45592,2
45593,9
45594,1
45595,2
45596,1
45597,7
45598,1
45599,1
45600,1
45601,3
45602,3
45603,1
45604,5
45605,1
45606,1
45607,1
45608,1
45609,2
45610,1
45611,2
45612,1
45613,3
45614,8
45615,1
45616,1
45617,1
