,F,T,S,E
10,19,7,34,34_160_161_160
11,13,3,35,154_155_156_35_153
12,8,8,36,36
13,379,42,41,304_304_304_263_304_263_44_390_390_304_263_263_380_304_264_263_311_43_310_310_311_311_308_311_310_311_311_380_380_380_380_380_380_380_380_380_380_263_263_380_42_85_127_376_376_42_42_42_42_42_42_42_41
14,2,2,45,45
15,22,14,46,45_45_45_46
16,2,2,53,52_53
17,27,11,54,158_54_158_54_158_157_55_54_54_55
18,1,1,60,60
19,51,24,61,258_258_52_52_52_52_52_52_52_52_52_52_52_52_52_52_53_53_258_258_258_53_61
20,12,12,62,62
21,36,25,63,1394_1394_1394_62_62_63
22,1,1,75,75
23,27,10,83,93_83_93_100_100_93_100_83_93_82
24,650,42,106,234_234_138_31_140_140_33_32_32_31_31_31_31_31_140_101_101_121_120_31_139_140_140_120_140_31_31_120_120_101_31_141_140_141_120_120_139_138_138_101_138_140_120_120_139_139_140_31_120_101_120_120_141_140_140_140_120_102_102_101_102_184_31_31_120_101_102_102_101_101_31_120_101_121_31_140_140_31_101_102_102_101_101_120_120_121_184_108_234_234_234_240_106_233_235_234_234_183_183_239_239_234_107_234_183_240_108_234_235_234_107_234_106_233_107_108_233_1292_239_239_239_106_107_234_239_239_240_183_107
25,5,5,112,112
26,12,8,116,116
27,21,21,135,135
28,2,2,136,136
29,4,2,140,141_140
30,1,1,144,144
31,1,1,145,145
32,3,2,149,148_149
33,8,8,150,150
34,1,1,162,162
35,10,7,175,176_176_872_872_176_176_872_176_175
36,552,42,181,196_189_191_191_189_196_246_192_194_246_201_246_246_246_197_246_246_246_201_197_192_192_246_253_189_189_189_190_191_191_190_186_186_189_189_189_190_191_186_186_201_181_200_196_181_197_200_185_189_189_191_190_189_181_196_191_191_190_186_186_253_200_190_191_189_253_197_200_197_247_181_181_247_197_196_197_181_247_246_192_246_197_196_197_191_189_191_186_253_185_253_200_197_197_199_181_196_197_246_246_192_246_201_246_194_194_246_197_197_200_187_187_253_187_187_186_187_187_187_187_189_189_191_191_189_189_191_187_187_187
37,22,16,185,185
38,34,29,198,185_185_185_198
39,44,30,209,208_252_252_208_208_208_252_208_208_208_208_208_208_208_252_208_208_208_208_252_252_208_208_208_208_252_252_208_209
40,1,1,211,211
41,314,42,212,797_212_797_797_797_797_797_797_797_211_1067_1113_1067_1067_1067_1067_1067_1074_1114_1074_1075_1118_1114_1114_1075_1067_1067_1114_1118_1114_1114_1114_1114_1074_1067_1067_1074_797_212_798_213_797
42,392,42,216,970_970_918_970_970_1355_918_918_970_970_1355_1355_918_970_970_970_970_918_1356_1356_918_970_970_970_917_759_917_917_918_918_917_945_941_941_761_941_941_941_945_917_917_1381_917_759_942_761_761_945_918_759_917_1381_970_759_1356_918_761_759_1355_1356_918_918_918_945_761_943_942_944_942_945_761_970_758_758_758_758_758_758_759_970_970_970_941_762_758_970_918_759_941_216
43,480,37,217,811_813_812_811_763_763_813_811_218_891_891_783_823_811_812_812_217_763_763_812_813_217_948_813_216_217_763_763_813_812_216_783_824_885_885_218_783_764_218_783_824_824_764_218_217_811_813_812_811_216_218_783_886_885_885_909_1298_910_1298_909_909_1298_885_909_1298_1298_886_886_885_885_811_783_783_218_824_824_783_783_824_885_885_219_886_887_886_885_885_218_811_886_885_824_824_783_785_785_784_219_764_892_891_1299_891_831_831_832_892_893_786_786_1299_1299_832_832_831_786_831_892_786_786_831_832_787_1299_832_832_786_832_832_787_831_891_1299_1299_909_832_785_786_786_892_910_886_886_885_219_219_784_784_219_824_784_218_813_218_216_216_948_813_948_813_813
44,24,18,222,223_223_223_223_223_223_223_223_1384_223_223_223_223_223_1384_1384_223_1384_223_222
45,2,1,224,226_225_224
46,5,5,232,244_244_244_244_244_232
47,1,1,239,239
48,4,4,245,245
49,1,1,247,247
50,2,1,249,250_249
51,26,9,251,252_252_248_248_252_1281_1281_1281_252_251_1281
52,922,42,256,975_875_858_975_976_1311_976_975_1311_1311_976_857_976_1266_975_875_858_855_855_856_856_926_926_804_803_1267_804_1241_1267_952_858_854_952_952_860_926_801_861_907_802_1267_804_801_905_854_855_855_856_1266_976_976_857_1311_870_856_856_905_854_855_854_854_860_952_860_853_1266_1311_858_975_976_874_858_871_858_853_856_856_855_860_952_854_1146_1147_1147_857_857_874_952_952_860_853_856_856_854_871_1311_871_871_854_860_952_854_853_858_871_871_952_860_860_855_855_856_856_856_856_853_854_856_854_871_926_926_861_861_802_907_907_801_907_926_1392_1241_926_1392_907_801_861_981_804_804_926_926_802_805_804_926_926_981_805_1239_805_805_805_804_801_802_801_861_861_860_952_854_1311_1266_975_975_875_1266_853_858_858_855_855_856_860_853_856_926_926_861_861_854_860_860_853_870_858_870_871_1266_1311_854_853_858_870_875_875_870_858_858_871_870_871_871_858_858_975_976_857_61_61_61_61_61_257_858_858_858_858_874_858_255_255_61_257_61_61_257_257_257_256
53,21,12,274,275_273_275_274_274_274_274_274_274_276_275_276_274
54,1,1,276,
55,28,11,278,1208_1208_1208_1208_1199_1199_1208_1199_1208_1208_1202_1198_1197_279_1209_278
56,93,22,281,283_283_283_281_283_284_284_263_381_381_284_284_284_284_283_284_284_284_263_282_263_422_422_263_263_381_381_281_263_282_281_284_381_422_422
57,22,13,288,289_287_289_287_289_287_287_287_289_287_289_287_289_287_289_287_289_287_287_289_287_288
58,1,1,290,460_290
59,1,1,293,294_293
60,1012,42,295,1049_294_1014_1013_1013_296_294_1049_294_294_1010_296_1012_296_1010_1011_1010_1011_296_1032_1049_1030_1032_294_1049_1049_294_294_1035_1035_296_1010_1010_1010_296_296_1012_1012_1010_1010_1010_1010_1010_296_296_1012_1012_1011_1012_296_296_1012_1018_1054_1018_1018_296_296_1018_1054_301_1054_1056_1035_1035_1035_297_1035_1005_1005_1004_1036_1035_1005_1019_1021_1021_1056_1005_1035_1036_1035_1034_1018_299_1056_1056_1021_1021_1050_1019_1019_297_298_298_301_1054_1054_300_1054_301_301_1054_301_1054_1054_301_301_1051_1051_1018_1018_1019_1021_1021_1019_1021_1021_1019_1021_1019_1019_1021_1056_1051_301_1015_1015_303_302_302_300_300_299_1019_1004_1018_1019_1021_1019_1021_300_300_1019_1019_1021_1021_1005_296_1005_1034_1035_1034_1036_1035_1005_1005_1006_1006_1006_1007_1006_1034_1034_1035_297_1034_1006_1017_1017_1017_1017_1016_1003_1003_1017_1016_1016_1003_1017_1003_1017_1017_1017_1034_1003_1003_1003_1006_1003_1006_1003_1006_1034_1034_1006_1006_1006_1034_1006_1002_1003_1034_1006_1034_1034_1035_1034_1017_1016_1009_1003_1002_1003_1017_1017_1003_1017_1017_1017_1003_1017_1003_1002_1034_1036_296_297_296_1035_297_1004_297_1018_298_1050_1021_1019_1021_1056_1056_1021_1021_298_303_303_303_303_303_303_728_303_303_302_728_303_303_303_302_1018_296_1004_297_1018_1018_1018_1018_1018_301_1054_1054_1051_300_1019_1021_1035_1005_1004_1019_1056_1056_1021_1021_1005_1005_1036_1036_1035_1019_1021_1019_1021_1056_1056_301_301_300_1019_1021_1050_1050_301_300_299_1018_1018_297_1035_1005_297_1049_295
61,1,1,297,
62,22,12,305,306_397_306_306_305_307_307_307_306_305
63,1,1,338,339_338
64,18,10,342,343_343_343_343_343_342
65,6,6,346,347_346
66,1213,42,349,746_647_347_347_347_647_647_648_347_647_746_746_349_746_650_350_349_648_347_584_584_648_648_347_347_746_349_350_746_649_652_652_651_651_349_447_349_651_746_349_647_347_564_564_480_1302_451_558_351_353_450_352_450_451_450_451_353_574_351_573_573_574_450_574_350_557_558_574_574_451_451_576_557_446_747_351_350_557_449_447_447_557_1316_444_445_445_446_593_593_593_593_593_593_582_346_346_593_582_582_582_593_582_593_593_582_582_583_582_446_446_447_351_351_350_350_557_449_560_451_451_664_664_449_451_449_450_743_451_351_450_446_447_747_447_351_351_351_350_557_557_564_564_350_350_576_576_664_664_449_449_451_560_743_743_743_479_479_664_576_557_479_664_449_564_743_743_449_449_351_349_446_447_447_350_449_350_564_451_558_664_449_447_1317_594_594_594_1317_690_444_445_444_688_688_689_689_690_445_1316_1317_688_688_689_689_445_444_445_594_594_1316_1317_1317_446_1317_444_688_688_689_689_445_445_690_445_1301_664_350_564_451_451_451_350_351_574_451_352_451_450_451_449_449_448_564_350_447_449_564_557_451_743_743_564_564_557_557_558_664_1301_664_576_576_479_480_664_559_743_451_743_743_558_557_449_449_350_557_351_351_350_350_448_351_350_746_349_347_647_647_648_647_347_584_347_349_746_350_349_652_652_651_746_652_652_651_648_647_347_647_584_648_746_447_349_652_652_652_652_651_652_746_652_652_584_347_647_347_647_347_347_652_651_652_651_349_651_746_347_347_349_746_349_348_746_348_347_444_347_348
67,255,38,354,563_562_562_562_356_356_663_562_562_663_356_663_663_614_356_356_562_663_354_614_663_355_355_663_562_355_356_1359_1359_358_1359_358_357_357_357_357_356_357_356_595_515_589_589_589_514_589_514_589_589_589_588_589_589_515_514_514_514_514_516_517_517_516_596_589_589_515_589_595_589_595_595_595_663_562_355_356_355
68,4,3,357,357
69,17,12,358,1359_1359_358_358_358_358
70,283,37,360,361_361_655_602_602_602_684_602_684_655_749_604_604_604_749_604_603_603_684_602_602_684_603_655_603_632_655_361_361_360_361_361_360_655_604_604_468_468_469_469_468_468_467_468_468_604_604_469_468_467_604_604_360_360_632_684_602_602_684_603_603_632_361_655_361_604_632_655_749_749_604_604_604_602_602_684_684_360_632_632_655_655_604_604_749_604_604_749_749_604_604_603_604_604_654_749_604_604_604_653_653_467_468_469_469_467_468_469_467_653_653_604_653_604_468_469_469_653_604_749_655_749_604_604_604_655_603_360_603_361_361
71,3369,42,362,551_363_670_551_1312_1312_1289_1312_361_361_1312_548_548_363_1289_670_670_363_1289_1312_1312_1289_1312_1289_1289_1312_1289_362_550_363_670_472_672_752_671_365_552_675_1308_675_674_675_674_553_718_717_719_1290_1309_1309_1308_1308_752_752_365_365_364_670_551_542_555_555_555_555_638_542_555_555_547_554_718_721_721_721_720_720_483_555_555_544_740_555_546_554_721_1290_1290_547_740_547_555_721_1290_546_555_555_546_547_547_555_554_721_484_484_483_484_483_555_1290_540_740_740_546_638_720_721_720_472_674_364_365_670_472_671_365_365_752_551_364_752_365_553_364_740_1289_638_1289_638_1290_720_720_720_721_721_483_1362_702_701_701_1362_734_734_701_734_1362_701_1358_608_608_644_1363_1363_1363_1358_1362_701_608_531_637_637_527_637_527_532_532_616_662_662_528_616_615_615_616_532_661_661_661_616_370_531_531_531_637_637_533_528_527_608_608_751_369_608_369_608_369_608_608_369_1358_701_1362_1362_541_541_541_700_700_701_1363_1362_734_483_484_484_556_539_484_540_733_698_698_485_698_485_484_483_483_484_539_733_733_757_537_537_537_538_484_538_538_538_606_645_608_608_646_644_645_687_687_643_716_643_645_645_645_608_369_608_643_687_644_687_687_716_643_646_644_608_369_608_531_531_685_685_538_606_606_606_606_606_484_538_606_538_722_685_685_538_539_734_540_556_556_483_484_484_539_484_484_538_538_750_485_698_698_685_608_616_616_528_535_703_703_528_703_539_733_702_703_757_527_528_662_662_757_733_733_535_703_703_757_487_703_533_637_637_526_526_526_637_637_637_371_487_535_637_372_372_729_729_730_512_372_372_373_730_512_372_372_729_729_730_730_372_373_372_373_1276_1276_729_729_730_513_513_372_373_372_372_730_372_372_374_1276_1276_374_372_372_730_729_729_730_729_730_513_730_372_644_1357_734_1362_1358_538_616_637_637_371_734_1362_539_734_540_483_483_539_540_734_685_528_535_535_533_662_533_637_702_703_703_757_1358_662_734_1362_1358_700_700_702_700_541_734_700_541_702_701_702_702_703_703_529_488_488_533_616_531_530_608_687_644_531_371_513_730_730_372_729_372_730_372_525_637_525_372_528_703_488_488_528_531_616_531_722_722_685_485_485_484_538_538_750_537_606_484_750_537_1357_1358_1362_701_701_757_734_1363_1363_1362_539_740_483_484_539_540_540_734_734_533_662_733_1362_1362_702_734_700_734_701_539_485_485_484_540_740_541_740_740_540_700_734_733_556_556_485_739_483_483_539_484_685_685_703_534_529_757_616_532_532_662_533_528_488_488_487_487_528_531_370_616_616_615_616_529_535_703_535_527_371_526_371_531_532_532_661_661_531_532_616_531_526_371_526_525_531_530_686_703_733_662_644_687_687_484_485_485_541_541_541_741_741_740_740_555_554_721_547_1291_1290_754_753_753_719_719_718_718_1291_719_719_754_754_753_753_717_1290_717_473_719_719_1290_1291_1290_1290_1291_1290_546_1290_547_545_555_547_547_546_555_555_546_546_555_720_721_554_552_365_717_752_671_671_672_472_672_472_472_472_472_671_671_752_1308_676_676_675_675_674_1290_1290_719_719_1290_719_718_365_542_638_545_740_544_638_752_719_1290_675_554_717_1290_753_752_364_364_553_365_717_552_553_719_719_752_752_671_551_363_363_1312_1289_548_1312_1289_363_1312_548_1312_1312_548_1289_1312_670_1312_1289_1312_1312_1289_1289_1289_1312_1289_1312_548_363_1312_1312_363_363_472_1308_1308_674_674_718_753_752_1308_1310_1310_1309_1309_1308_675_675_1308_719_719_1308_674_754_753_752_671_671_1312_1289_1312_1312_1289_1289_1289
72,2,1,365,
73,2,2,367,367
74,4,4,374,1276_1276_374
75,1,1,376,443
76,7,5,392,393_393_393_392
77,1,1,403,403
78,2,2,412,
79,8,8,417,417
80,1,1,420,421_420
81,1,1,428,
82,1,1,429,429
83,1,1,438,438
84,9,6,439,440_440_440_439
85,1,1,444,
86,1,1,452,452
87,5,5,455,
88,722,42,462,461_464_290_461_677_677_461_461_509_509_489_510_677_461_461_461_489_290_463_713_503_504_503_503_504_504_1370_1370_713_678_678_461_461_489_489_678_461_461_489_290_290_290_460_290_290_460_490_490_464_462_489_490_464_466_713_504_505_503_503_504_465_466_466_678_1370_503_503_503_504_678_465_465_1370_1370_503_1370_713_506_678_677_677_461_461_462_464_491_290_290_460_489_489_489_489_290_460_464_677_461_461_461_489_463_489_489_509_489_290_462_678_1370_713_466_677_678_678_1370_1370_713_503_503_503_504_505_465_465_678_466_678_465_506_713_1370_1370_713_713_503_503_504_713_713_505_503_503_503_503_1370_506_466_466_465_506_465_466_678_678_677_677_461_464_510_491_491_461_461_461_677_461_677_464_463_489_489_463_464_677_461_461_461_678_678_463_510_489_489_489_489_489_463_461
89,2,2,471,470_471
90,62,22,474,656_656_473_656_656_472_472_473_656_656_656_473_656_472_472_472_472_753_472_753_656_656_656_472_753_753_473_657_656_656_473_753_472_473_474_656_656
91,1089,42,475,1242_1173_475_475_475_475_475_1242_475_1242_1172_1173_1172_1279_1279_1166_1158_1158_1243_1158_1163_1279_1166_1158_1164_1187_1242_1139_1167_1187_1243_1159_1243_1260_1260_1160_1260_1260_1259_1243_1187_1158_1158_1169_1158_1171_1187_1187_1171_1169_1169_1279_1280_1139_1139_1164_1185_1280_1168_1139_1163_1242_1163_1168_1283_1259_1259_1259_1259_1279_1166_1279_1242_1163_1242_1163_1168_1139_1139_1163_1163_1163_1163_1163_1163_1163_1139_1187_1169_1158_1243_1243_1259_1259_1259_1259_1280_1279_1279_1169_1158_1164_1164_1185_1185_1166_1187_1259_1160_1158_1171_1168_1168_1139_1163_1185_1159_1159_1259_1259_1259_1260_1259_1243_1243_1158_1169_1171_1171_1171_1138_1242_1279_1166_1185_1168_1168_1242_1242_1159_1243_1161_1160_1159_1159_1283_1160_1160_1159_1168_1187_1187_1169_1169_1187_1138_1167_1171_1139_1139_1167_1139_1167_1139_1168_1168_1169_1279_1279_1280_1163_1163_1163_1163_1170_475_1172_477_476_1242_475_1173
92,2,2,479,479
93,1,1,483,739_483
94,1,1,484,484
95,2,2,492,563_492
96,1,1,494,727_494
97,3,2,496,728_1256_495_496
98,2190,42,497,1318_581_635_634_634_1320_1319_565_565_711_712_587_586_585_711_1320_590_591_694_697_695_697_696_696_695_590_681_523_709_498_707_706_710_706_1255_1255_1254_1255_1255_1255_1255_1255_1255_1255_1255_1255_1255_1255_1255_1255_1255_1255_680_681_706_629_630_630_706_706_522_522_523_523_630_620_621_735_617_744_500_500_744_735_735_617_619_736_736_617_617_735_735_618_735_1315_578_578_590_695_694_498_497_497_500_500_620_620_500_1315_1315_697_695_694_697_697_697_695_695_577_723_724_723_499_619_710_709_522_709_497_497_590_581_580_580_590_1319_1319_1319_1319_1318_581_580_579_581_581_565_573_587_573_573_586_755_755_572_711_711_712_1320_1320_565_568_567_1320_711_712_568_1319_1320_568_1320_1319_565_712_585_568_1320_565_711_712_624_623_623_624_573_587_587_574_573_586_585_568_568_1320_565_1320_565_1320_1320_755_755_624_624_624_586_573_587_623_623_587_624_624_587_587_573_711_711_1320_565_565_568_712_585_711_711_712_565_581_634_635_636_636_635_635_634_581_580_592_592_1315_693_693_696_696_695_695_694_683_683_683_683_592_1315_709_497_707_630_681_631_631_630_680_707_706_723_710_681_619_500_500_723_724_723_621_621_500_500_500_497_590_592_1318_580_1318_1320_1318_636_636_636_635_635_634_579_634_635_634_635_695_694_590_694_592_744_500_500_619_620_500_744_497_523_523_523_500_744_744_499_745_621_621_621_724_621_621_710_723_622_621_621_723_621_723_724_710_710_630_680_630_707_630_1255_1255_1255_679_1254_1255_1255_1255_1254_1255_1255_679_709_708_681_680_707_707_707_706_707_707_627_628_628_629_629_630_630_680_680_706_680_523_523_709_523_522_523_522_523_522_708_708_681_709_500_500_497_744_500_592_694_693_694_695_697_696_695_693_592_592_592_709_497_500_620_619_619_735_617_617_619_617_617_617_617_736_735_617_617_619_723_723_621_621_710_710_710_723_723_621_621_500_497_744_744_500_744_619_619_617_617_619_617_619_736_617_619_735_617_617_617_736_735_617_617_622_622_620_497_744_681_681_630_706_706_629_630_630_680_681_710_579_590_580_1319_1320_565_565_585_1320_565_1320_565_585_585_565_1320_712_711_711_712_623_624_624_574_587_573_624_624_587_624_623_623_624_712_565_1319_1320_1320_565_711_573_573_711_711_712_712_585_580_581_500_500_708_708
99,5,4,508,509_509_509_509_508
100,13,13,511,511
101,6,2,514,589_514
102,5,3,517,516_517
103,1,1,520,520
104,1,1,531,
105,5,3,539,540_556
106,5,3,547,547
107,128,36,569,569_569_691_571_571_571_569_571_571_569_691_691_569_571_569_571_569_569_691_691_571_569_691_691_569_691_691_691_692_569_691_571_571_571_571_570_691_691_569_569
108,4,3,574,574
109,5,2,576,1302
110,1,1,588,588
111,2,2,592,592
112,2,2,609,609
113,38,12,611,641_641_641_641_704_494_494_495_495_640_495_640_641_641_642_641_641_705_704_705_704_641_642_642_611_642_704
114,1,1,621,621
115,2,1,625,626_625
116,5,4,628,627_627_628
117,8,4,633,635_634_633
118,1,1,636,636
119,4,3,643,716_716_716_643
120,1,1,653,653
121,3,3,655,
122,1,1,670,
123,9,3,671,717_671
124,1,1,672,672
125,14,5,674,1309_1309_1308_676_676_676_675_675_674
126,3,3,682,682
127,1,1,685,685
128,3,2,689,688_689
129,1,1,698,698
130,1,1,700,700
131,1,1,704,
132,1,1,705,705
133,2,2,712,
134,3,1,717,
135,1,1,722,722
136,2,1,740,741_740
137,1,1,750,750
138,2,2,754,
139,1,1,758,758
140,738,42,771,794_773_794_851_795_851_849_848_794_796_796_1263_916_848_848_772_772_849_849_847_773_795_964_964_964_964_844_1264_845_1263_964_964_844_964_843_844_1263_1263_1263_964_794_795_776_777_777_924_924_985_985_795_916_852_852_916_794_852_916_852_916_795_1264_795_794_848_791_847_790_790_794_796_772_796_773_796_773_851_794_794_796_796_796_772_849_849_849_849_791_848_847_847_848_848_1388_772_771_772_849_790_772_790_790_772_773_790_789_789_789_935_936_789_935_936_789_935_789_935_936_789_772_794_916_1263_844_964_844_964_848_843_843_844_844_1264_844_964_964_844_925_924_923_852_794_916_852_916_985_924_916_852_852_916_777_1265_1265_777_985_852_916_795_1264_795_916_964_843_843_1263_1264_1264_852_916_794_773_796_772_772_849_772_848_848_847_935_934_847_936_789_1388_772_796_796_772_848
141,4,4,774,933_933_933_933_774
