,F,T,S,E
10,3649,42,20,1204_1204_1204_1204_1204_1204_1211_1233_1237_877_1278_1140_1278_1137_21_21_1206_1206_1188_1188_882_1181_877_1237_1237_1232_1234_1233_1235_1234_1234_1154_1154_1154_1153_1154_1207_1207_1233_1153_1154_1153_1232_1234_1233_1232_1237_1206_21_20_1218_1218_1189_1188_1188_1322_1156_1278_1278_1156_880_1205_881_1205_1225_1225_1204_1204_1205_881_880_1234_1234_1234_1232_1232_1234_1236_1234_1232_1233_1234_1233_1237_878_1237_1237_1237_1237_1193_880_1194_1210_1228_1333_1334_1218_1142_1149_1149_877_1180_1174_1336_1180_877_877_1228_1229_1229_1228_1228_1140_1218_1322_1237_1209_1209_879_1181_1336_1188_1323_1188_1188_1188_1240_1140_1142_1278_1156_1156_1278_1278_1278_1140_1155_21_21_1206_1206_1222_1222_1218_1218_1215_1218_1219_1219_1218_1222_1222_1133_1223_1222_1215_1223_1222_1133_1217_1222_882_21_21_1206_1233_1235_1208_1207_1201_1207_1154_1201_1207_1207_1154_1207_1201_1207_1293_1293_1209_1237_1232_1234_1293_1293_1209_880_1204_1204_880_1210_1210_1210_880_1228_882_881_1204_1141_1278_1278_1140_1155_1150_1182_1149_1238_1152_1184_1149_1149_1150_1150_1238_1150_1152_1152_1149_1151_1238_1238_1238_1240_1240_1238_1142_1181_1180_1180_1180_1180_1180_1180_1180_1150_1150_1152_1240_1181_1180_877_1204_1194_1228_1211_1209_1209_1225_1205_1205_1205_1205_1206_1211_1211_1334_1334_1334_1228_1228_1211_1211_1211_1148_1278_1156_1155_1278_1278_1140_1140_1142_1238_1322_1322_1322_1238_1149_1240_1150_877_1180_1180_1148_1148_1142_1238_1151_1150_1184_1322_1322_1206_1210_1211_877_1181_1191_1211_1193_1228_1333_1334_1334_1211_1193_1211_1194_1227_1194_1194_1333_1333_1333_1334_1184_1148_1149_1237_1234_1234_1232_1232_1234_1234_1237_1237_1228_1334_1333_1334_1195_1334_1322_1218_1218_1218_1216_1215_1222_1223_1222_1222_1223_884_884_1222_1218_1215_1218_1215_1222_1223_1215_1222_1217_1222_1218_1218_1215_1216_1222_1223_1133_1223_1215_1217_1223_884_884_884_884_1184_1142_1140_1184_1184_1322_1206_1218_1180_1322_1137_1238_1240_1334_1334_1194_880_1176_1149_1175_1176_1336_1176_877_1176_1148_1184_1322_1322_1188_882_1238_1240_1238_1184_1183_1196_1194_1322_1189_1322_1322_1342_1335_1195_1192_1210_1228_1211_1193_1192_1193_1194_1334_1184_1182_1184_1140_1157_1157_1156_1155_1278_1155_1140_1322_20_21_1204_20_1206_882_1144_1150_1240_1152_1238_1240_1150_1238_1238_1151_1181_1174_1237_1234_1232_1232_1233_877_1149_1184_1184_1137_21_1206_1206_884_884_884_883_1322_1141_1140_1278_1156_1140_1149_1181_1237_1191_1192_1237_1209_1209_1211_1211_1228_881_880_1204_1204_20
11,53,19,25,376_127_127_25_25_443_443_376_376_127_25_25_127_127_127_127_25_127_127_85_376_127
12,4576,42,26,87_379_379_415_129_130_129_415_415_131_87_131_131_86_277_88_379_130_416_129_129_414_437_414_129_129_437_441_441_437_441_441_129_441_437_413_437_441_128_86_129_441_441_442_442_437_441_414_414_441_437_437_414_413_437_437_441_441_441_129_131_452_406_404_404_405_89_452_452_89_434_434_396_427_427_426_426_425_429_429_428_428_384_269_391_393_392_392_391_438_438_438_324_388_89_131_130_130_88_452_329_1377_1297_1297_327_327_327_329_328_329_329_329_1297_1297_436_1376_1376_455_459_455_134_456_459_459_329_329_328_1377_1377_1377_1297_312_436_452_452_89_388_388_454_407_271_401_400_331_331_324_1376_1376_312_312_436_1377_1377_1297_1297_432_433_433_432_430_431_433_431_431_432_430_433_89_89_452_89_89_407_404_89_404_404_452_452_1377_402_384_403_438_403_262_271_271_271_271_384_434_396_434_434_404_404_404_323_324_1376_411_333_333_398_417_398_132_132_399_399_304_304_390_390_44_390_398_399_132_399_459_455_459_433_436_436_436_411_434_383_265_265_383_401_400_400_401_402_271_262_262_262_271_271_271_268_438_403_403_384_384_428_271_262_271_324_134_412_411_411_312_436_454_432_431_431_433_431_432_433_315_315_316_341_316_316_454_454_316_431_431_430_430_431_436_387_329_328_328_134_134_387_433_134_29_387_271_400_410_410_400_400_330_400_400_401_330_330_402_323_394_322_322_323_323_324_424_330_402_268_271_262_271_402_438_403_384_271_438_403_403_266_265_266_266_265_383_383_324_427_428_400_400_330_401_401_271_384_271_330_271_265_265_265_383_265_383_402_271_261_262_262_271_271_402_394_394_411_394_320_1377_427_425_424_428_427_426_459_455_459_455_459_459_459_455_436_329_1377_1297_427_428_428_427_428_428_427_428_429_427_329_1297_1297_1376_1376_333_134_433_431_431_433_344_345_344_344_344_344_344_344_434_438_403_265_265_266_266_265_330_400_400_401_401_330_331_271_271_271_271_434_407_406_1377_320_1297_453_1376_1376_412_394_394_412_1376_412_412_1376_412_1376_412_411_459_436_433_320_316_316_341_316_320_344_344_344_344_431_431_433_430_430_436_452_333_333_333_333_425_424_428_428_427_403_271_330_402_330_402_324_396_312_312_1297_133_133_389_333_333_28_333_455_455_411_1376_412_323_324_396_324_401_402_262_271_400_401_401_384_1377_1297_454_453_407_408_404_404_405_312_316_436_28_28_332_1376_1376_394_394_323_322_321_323_323_323_324_330_400_401_271_271_271_387_434_436_327_134_312_436_1376_394_1376_323_394_1376_319_319_454_407_434_434_332_324_330_402_384_403_403_265_265_383_383_424_424_425_428_427_428_331_394_404_405_408_379_277_277_415_415_415_416_416_415_415_415_86_130_130_27_27_277_415_415_415_415_415_415_415_415_88_131_379_129_26
13,1,1,27,27
14,321,42,40,306_305_307_306_305_304_304_263_380_263_304_304_304_264_283_283_283_281_283_381_381_284_283_381_282_284_284_283_310_43_311_43_308_310_308_308_311_310_308_308_311_380_380_380_42_41_39_39_41_40
15,4,3,46,45_46
16,74,12,48,152_152_113_114_90_163_90_47_47_152_152_151_47_152_114_114_114_152_47_49_47_49_48_151_47_152_151_152_124_49_124_124_124
17,54,13,51,162_162_125_125_51_51_91_92_92_91_125_50_125_162_92_162
18,4,4,53,52_52_52_53
19,53,21,54,158_54_54_158_158_157_157_158_54_54_55_158_55_54_54_54
20,47,22,61,258_258_258_258_52_52_52_52_52_52_52_52_53_52_52_52_53_258_61
21,22,14,62,62_63_1394_63
22,1,1,75,75
23,1,1,82,82
24,57,24,83,93_83_93_93_100_93_100_100_100_100_100_83_82_93_93_84
25,1,1,99,99
26,1,1,102,102
27,559,42,106,234_234_235_235_234_106_106_108_233_106_106_234_234_108_107_234_234_233_107_233_107_233_107_240_107_234_107_106_233_233_106_233_233_108_108_233_107_235_234_108_31_31_139_140_101_120_120_31_120_121_120_138_31_139_101_102_101_121_138_140_140_120_120_121_101_184_120_101_120_141_139_120_138_140_121_140_140_120_101_120_101_120_101_120_141_140_138_120_101_120_101_120_102_102_101_120_184_140_101_120_140_240_182_240_240_240_184_183_240_184_240_240_239_1292_239_239_31_140_140_140_120_139_31_1292_235_234_234
28,6,6,112,113_113_113_112
29,5,4,116,
30,1,1,122,122
31,1,1,125,
32,18,18,135,135
33,2,2,144,144
34,5,4,148,149_149_1341_148
35,2,2,150,150
36,36,13,153,155_155_155_155_35_35_155_156_35_156_156_35_35_155_156_154_154_155_153
37,1,1,154,154
38,2,2,157,157
39,35,14,160,161_161_34_34_34_34_161_161_34_160_161
40,1,1,161,
41,15,7,164,165_149_148_164
42,2,2,172,171_172
43,1,1,179,179
44,445,41,185,197_200_246_246_246_246_192_193_246_246_197_201_201_192_200_197_197_181_181_196_247_200_200_197_197_197_196_197_181_247_197_197_196_247_197_194_246_191_191_189_189_190_191_190_189_191_191_190_253_253_200_200_200_200_200_190_189_190_186_253_253_197_200_253_200_197_197_199_181_247_196_197_200_199_200_200_197_192_246_192_194_246_246_181_247_196_181_196_192_194_200_197_191_189_186_253_189_189_186_186_253_200_200_200_200_200_200_187_186_187_187_187_187_186_189_189_189_189_185
45,29,25,198,185_185_185_198
46,5,4,205,
47,3,3,207,208_208_208_207
48,25,16,209,252_252_208_252_252_208_208_208_208_208_252_252_252_208_209
49,3,1,211,1385_1384_223_211
50,548,42,217,783_811_813_813_812_812_811_813_763_764_763_813_951_949_951_951_950_813_948_948_813_949_947_950_947_950_813_950_813_951_950_951_946_947_951_947_813_950_951_951_812_808_215_215_807_808_973_974_814_808_807_808_814_813_948_948_813_813_951_947_813_216_948_948_813_813_217_763_811_811_217_948_783_823_885_824_885_823_885_885_824_824_823_824_783_885_823_219_219_824_219_783_824_783_824_824_823_783_784_764_823_218_218_763_217_812_812_811_812_948_948_813_948_217_812_811_216_823_218_216_217_948_824_784_783_783_219_216_216_217_783_885_824_785_785_784_784_885_763_764_219_764_764_764_764_763_216_811_813_216
51,91,38,222,223_223_223_223_223_1384_223_223_223_224_224_224_225_224_211_211_224_226_211_211_224_224_224_211_223_223_223_223_223_223_223_223_223_223_1384_1384_223_223_223_223_223_222
52,45,35,227,227_227_227_227_227_227_227_227_227_227_227_227_227_227_227_227_227_227_227_227_227_227_227_227_228_228
53,1,1,229,229
54,7,4,248,1281_1281_251_248
55,1,1,249,250_249
56,1,1,252,
57,1564,42,257,854_871_871_1311_1360_868_868_868_1360_868_1360_871_858_854_1311_1311_1266_1311_875_857_976_975_857_857_976_1311_1311_976_975_875_858_871_858_905_905_860_856_855_952_952_860_861_860_855_855_854_855_855_855_856_855_854_858_871_870_871_1311_875_875_871_871_875_871_871_976_975_976_976_1266_976_975_1266_858_859_871_871_975_975_952_952_905_855_856_856_860_853_854_1392_907_907_801_801_1267_804_804_1267_805_1241_803_1267_907_907_861_801_861_801_907_926_952_860_926_926_1267_803_1267_1267_1241_805_805_1267_1267_926_861_860_926_802_802_926_855_855_855_856_856_926_801_801_853_1311_1146_1146_1146_1146_1146_1146_1146_1147_952_952_860_860_853_871_874_952_855_855_860_874_857_874_874_874_874_874_857_874_854_905_874_1311_976_1311_1311_976_871_874_926_1267_1392_804_804_1241_907_802_907_801_801_861_861_926_861_802_801_907_907_802_802_1267_1267_1241_805_805_907_801_926_861_801_801_802_1241_801_861_801_802_804_802_801_926_861_861_952_952_926_855_856_855_855_860_858_875_858_859_858_858_853_853_869_869_869_868_868_1360_868_780_780_780_782_782_930_862_862_866_862_930_930_930_782_868_868_780_780_782_782_780_780_780_782_780_782_782_782_782_780_780_780_868_868_868_868_868_868_868_868_930_862_862_862_862_865_862_862_930_862_866_782_868_868_780_781_782_867_782_781_781_873_780_782_781_868_868_868_868_862_930_865_862_862_782_868_782_782_868_782_780_868_853_854_871_875_1311_976_976_975_1311_1266_875_874_1311_1311_976_858_857_857_61_61_61_61_61_61_61_61_61_61_61_257
58,2,1,262,262
59,5,5,267,267
60,3,3,272,273_273_273_272
61,66,26,274,275_275_276_276_273_275_276_276_272_272_273_273_275_274_274_275_276_275_275_275
62,2,2,278,1197_279_278
63,1,1,280,
64,810,42,288,287_462_464_464_462_489_464_489_464_462_677_678_678_677_461_461_290_290_463_489_462_461_464_464_489_489_510_489_489_489_489_489_489_489_290_290_460_464_460_490_290_290_464_463_464_463_464_489_491_491_463_464_290_290_491_677_461_677_461_461_677_677_461_466_466_465_504_503_503_503_677_678_677_506_677_678_678_713_713_465_465_466_465_462_462_677_678_503_503_504_1370_713_503_503_503_504_503_1370_713_713_1370_678_466_465_465_505_465_466_678_503_503_503_503_1370_1370_713_713_1370_713_504_503_503_503_1370_713_1370_503_503_503_461_461_677_461_461_461_461_461_677_461_461_677_678_678_465_466_466_1370_713_466_466_466_678_461_462_677_678_466_1370_1370_713_466_466_466_713_1370_466_504_713_505_466_678_678_677_677_461_677_677_510_290_509_464_289_289_287_287_287_521_521_289_521_287_287_287_287_289_287_287_289_287_289_287_289_287_289_287_519_519_518_518_518_518_519_520_520_521_521_732_521_521_732_287_289_289_287_289_287_289_287_287_289_287_287_287_287_287_287_288
65,2,2,295,294_295
66,2,1,296,1012_296
67,736,42,297,1018_1051_1012_296_296_1035_1005_1035_1035_297_1036_1036_1035_1050_1021_1021_1054_1054_1051_1286_1286_1285_1286_1054_298_1018_1018_1035_1035_1005_1035_1035_1012_296_1010_1010_1010_296_296_1010_1010_1010_1012_1012_1010_1010_1011_296_296_296_297_1035_1005_1035_296_296_1056_1056_1018_1019_1019_1021_1019_1019_1021_1020_1021_1019_1019_1021_1021_1050_1035_1004_300_298_1035_1056_1056_300_1054_1054_296_297_1035_1035_1004_1035_1035_1019_1019_1056_1019_1020_299_1021_1021_1019_1050_1021_1021_298_297_1018_1018_1035_1035_1004_1004_297_301_1051_1054_301_1018_301_301_300_1054_301_1054_1051_1019_1021_1019_1005_296_1012_1012_296_297_1018_1018_300_299_1056_1056_1019_1019_1021_1019_1050_1019_1021_1056_1056_1018_1018_1005_1035_1036_1036_1019_1019_1021_1021_1019_1005_1036_1035_297_1005_296_296_296_1018_301_301_1286_1286_1286_1286_301_1015_1286_1286_1286_1285_1286_301_1286_1286_1286_301_1019_1019_1021_1035_1005_1036_1018_298_1054_299_296
68,72,32,302,303_728_303_728_728_728_728_640_495_727_640_495_728_728_728_640_728_728_728_728_1256_495_496_496_640_728_302_728_728_728_1257_728_728_303_303_303_303_303_303_303_302
69,50,36,340,335_335_335_335_335_335_335_335_335_338_334_335_340
70,3,2,346,593_342_346
71,3431,42,347,647_648_342_342_342_342_346_582_582_582_582_444_584_347_347_647_647_447_350_664_664_557_664_743_743_586_587_624_624_588_587_573_573_574_712_585_712_712_565_565_1320_1320_1320_565_565_1318_1318_1319_1319_1320_1320_565_1320_565_1320_565_565_1318_1319_591_590_697_697_696_696_695_697_696_695_694_694_697_697_696_695_697_696_694_697_697_695_697_696_695_695_592_592_683_590_581_580_580_579_635_634_635_635_636_636_635_634_581_581_1320_565_568_568_565_1320_568_568_712_712_711_711_572_711_711_573_573_573_573_755_755_624_587_573_623_624_623_623_586_573_587_1319_579_1318_634_636_635_635_636_636_635_634_581_1319_568_1320_711_565_712_572_565_565_711_711_712_585_585_585_712_572_572_711_586_623_623_623_755_712_711_711_565_1320_1320_1319_1319_1318_1318_590_498_591_579_592_592_1315_707_707_706_680_591_497_744_735_736_735_617_619_617_617_619_736_617_735_735_735_619_744_744_710_709_708_681_681_709_523_523_709_523_744_745_500_500_619_620_744_744_500_497_497_710_592_592_523_522_522_498_497_693_695_694_695_694_592_709_523_522_523_1315_590_590_694_695_696_697_696_695_694_683_1319_1319_1319_1318_636_635_636_635_634_590_744_744_619_724_621_622_723_723_723_723_630_681_709_681_630_523_590_694_697_697_697_695_694_694_695_697_697_696_695_694_590_592_592_744_744_620_620_735_619_619_735_617_617_500_735_735_735_735_736_617_617_617_619_619_500_500_744_500_500_723_723_724_724_622_723_724_622_621_621_617_617_619_744_500_500_500_497_497_744_500_500_694_635_634_635_635_634_635_636_1318_1319_1318_590_709_523_523_629_631_630_1255_1255_1254_1254_1255_1255_1255_1254_1254_1255_1255_706_680_708_681_630_630_630_707_707_706_707_706_680_1255_1255_1255_1255_1255_1255_1254_1255_1255_1255_679_1255_1254_1255_1255_679_1254_1255_629_629_630_707_706_681_681_707_710_707_621_724_621_500_744_500_681_592_634_581_581_590_577_1315_500_523_710_709_709_497_592_1315_683_590_590_592_592_617_736_617_617_736_500_744_744_500_619_500_499_620_498_500_619_745_680_681_709_710_622_621_621_723_710_621_710_621_622_621_621_724_724_723_622_622_723_709_708_631_631_630_1255_1254_1255_1255_1255_1254_1255_679_680_708_709_523_523_523_523_497_497_498_745_619_735_735_736_617_618_619_500_708_708_630_707_707_707_706_630_630_630_681_523_1255_680_680_681_709_497_683_693_696_577_693_590_590_694_577_694_592_1315_581_1319_1320_568_568_1320_1320_568_712_711_712_572_572_711_711_712_711_712_587_624_624_623_573_623_573_623_624_565_565_565_565_711_711_351_743_743_560_743_574_574_350_350_480_479_478_479_664_1301_1301_576_576_1301_564_557_449_557_451_353_743_576_1300_1301_1302_576_558_557_449_350_350_564_564_350_1317_446_446_594_1317_1317_447_446_447_1316_1316_594_446_594_446_446_594_446_582_593_582_593_582_582_594_1317_447_350_351_576_576_451_451_451_451_353_451_450_450_451_451_450_450_451_451_557_743_560_559_743_450_576_479_480_576_576_1317_446_688_688_688_444_445_688_689_688_688_689_690_690_444_445_444_651_652_349_652_652_652_746_647_584_647_347_347_746_746_746_350_349_349_647_647_347_647_746_349_651_649_652_652_652_651_648_583_583_347_347_584_349_349_349_652_651_746_351_350_448_448_351_350_349_349_648_746_648_647_347_647_647_584_648_652_652_651_652_652_446_447_447_350_664_557_451_743_743_560_559_558_449_350_448_351_351_652_651_350_648_652_652_651_648_584_647_647_347_347_584_347_347_444_690_690_445_594_594_594_594_594_594_594_594_447_1317_1317_446_1316_594_350_449_449_350_350_449_351_351_350_558_560_450_576_743_450_743_560_351_449_560_664_1302_479_479_479_576_479_576_479_480_480_576_576_557_664_557_557_747_447_446_1317_1317_446_447_447_350_351_351_350_557_449_351_1301_664_1301_664_559_560_560_559_559_558_351_448_448_1300_1301_576_479_664_564_564_557_557_449_448_448_557_564_557_564_1301_664_1300_1301_1301_576_743_562_561_561_559_559_479_479_1301_449_351_451_451_450_450_352_450_352_450_350_353_353_450_353_353_451_743_449_351_746_349_651_648_349_648_738_348_737_349_652_651_648_738_737_737_348_348_349_347_582_582_582_582_582_582_583_582_647_347_647
72,170,37,354,356_356_355_356_614_562_614_562_562_614_614_563_562_614_354_663_596_356_355_356_356_663_492_356_563_492_492_356_356_355_563_562_562_354_663_356_355_663_357_357_356_356_356_355_562_562_562_663
73,8,5,358,1359_1359_358
74,1,1,360,632_360
75,1345,42,362,365_719_473_753_753_718_719_752_717_717_554_472_472_472_752_672_673_672_472_365_365_364_364_365_675_674_1308_674_719_719_719_717_718_553_555_555_472_1308_754_754_753_753_752_546_554_547_547_546_721_546_546_546_365_719_719_752_717_752_719_718_719_472_671_472_754_754_753_753_676_676_675_676_675_674_674_552_365_364_364_365_670_363_550_551_363_1289_548_1289_363_1289_363_1289_1312_1289_1289_362_551_670_553_719_719_718_718_752_674_1308_674_472_473_472_473_753_754_753_754_1290_718_553_638_555_555_555_1290_740_555_544_720_721_721_721_720_741_741_740_740_547_1291_1291_1291_740_741_740_546_1291_1291_721_721_483_555_546_555_546_555_483_483_555_546_547_547_740_740_555_483_740_546_740_555_1291_718_1291_1290_1290_547_547_547_546_638_554_721_721_638_638_547_554_721_365_552_671_1312_1312_1289_1289_363_1312_1289_551_550_363_1289_1312_1289_1312_1312_1312_1289_1289_1289_670_670_551_551_550_551_1289_363_1312_1289_754_754_753_754_753_752_752_671_472_1308_674_675_1308_1308_717_1308_675_719_719_718_719_719_1291_546_721_555_545_555_555_740_547_547_546_1290_1290_1291_719_752_471_473_472_472_752_752_551_551_363_363_670_670_551_363_363_1312_1289_1312_1312_1289_362_552_671_551_550_363_362_363_550_670_364_551_670_365_365_553_483_555_555_555_545_720_721_1291_1291_1290_719_718_719_1308_674_1310_1309_1309_1308_676_676_675_675_1308_675_752_472_672_752_365_717_719_718_1291_547_740_547_545_721_364_719_752_671_752_752_551_364_364_721_638_364_472_361
76,1,1,364,
77,1870,42,367,750_538_528_528_528_757_703_535_733_644_644_531_703_608_750_537_750_750_368_538_750_484_685_538_757_608_1357_733_608_644_645_608_370_539_733_528_487_487_529_528_528_637_637_531_525_525_525_616_616_616_370_533_616_528_533_528_703_703_487_488_487_529_535_532_616_616_661_662_662_661_661_608_608_608_608_1358_733_757_733_608_616_616_532_531_531_532_527_525_637_637_637_637_637_527_531_661_615_615_616_616_531_661_533_661_533_662_701_701_1362_1362_1363_1363_734_734_1363_1363_1362_734_701_701_539_539_733_700_700_734_734_528_528_488_488_528_535_703_703_528_525_528_531_525_371_525_637_531_533_532_616_1362_734_1363_1363_734_701_1358_1362_701_1358_484_483_484_539_539_733_703_369_685_539_733_1362_1363_1362_1362_701_699_734_540_540_541_541_700_734_540_540_541_700_702_702_700_702_528_616_531_531_526_526_637_637_533_533_528_527_525_615_616_616_531_372_616_637_531_535_535_488_703_369_662_722_722_484_538_722_608_643_687_644_608_530_531_662_488_488_528_532_525_525_528_527_371_531_531_608_687_644_643_644_687_644_687_687_687_644_608_687_687_687_645_645_646_643_644_645_369_685_484_484_485_483_484_539_484_540_556_485_485_538_722_685_538_539_485_539_484_539_540_734_556_556_484_1362_701_1358_701_734_734_541_541_700_541_541_540_541_700_540_540_733_484_539_757_369_701_1363_1358_1363_701_1358_1362_1363_703_703_757_535_535_532_531_371_525_637_527_637_637_371_525_527_371_526_371_637_488_703_703_608_531_733_531_608_538_1362_701_1358_702_703_703_488_535_485_685_661_662_531_530_685_1358_485_539_700_662_662_757_750_750_538
78,1,1,374,1276_374
79,2,2,401,
80,3,3,404,404
81,1,1,410,410
82,12,6,439,440_440_422_280_280_422_440_440_439
83,1,1,445,445
84,1,1,446,446
85,4,3,447,447
86,1,1,451,
87,1,1,452,452
88,285,40,467,604_604_604_653_469_467_467_469_469_469_469_468_469_468_469_469_655_653_604_604_361_360_360_684_684_632_632_361_655_655_604_749_748_749_360_360_632_655_655_654_749_604_749_604_603_360_361_360_602_602_684_602_684_655_603_603_655_360_655_632_655_655_604_655_604_604_604_604_604_604_604_653_604_655_655_653_604_602_601_684_684_684_602_602_601_361_360_360_632_604_604_655_604_604_655_604_655_361_361_361_361_361_361_361_360_602_684_684_655_361_360_632_655_655_748_748_749_749_604_468_468_469_469_604_604_467_654_604_467_653_468_467_469_467_469_468_467
89,10,6,471,470_1352_470_470_1353_1352_470
90,54,23,474,656_656_656_473_473_656_656_656_656_656_472_472_473_656_656_656_656_472_473_657_656_656_474_473_656
91,1089,42,475,1173_1172_1172_1242_1172_1173_1163_475_1173_1173_1172_1173_475_1172_1173_1172_1172_1163_1138_1163_1170_1280_1280_1166_1186_1171_1163_1163_1163_1186_1279_1279_1158_1280_1138_1139_1163_1163_1163_1163_1170_1242_1168_1168_1168_1168_1168_1139_1168_1168_1163_1242_1242_1163_1163_1163_1163_1158_1279_1156_1279_1159_1243_1243_1166_1187_1169_1169_1171_1283_1283_1259_1259_1259_1259_1259_1283_1259_1159_1243_1159_1160_1162_1162_1161_1160_1161_1160_1259_1259_1259_1259_1260_1160_1259_1259_1259_1243_1243_1161_1169_1171_1169_1187_1169_1187_1158_1280_1279_1279_1171_1171_1171_1243_1161_1160_1160_1158_1166_1243_1160_1159_1158_1158_1158_1169_1171_1171_1158_1279_1279_1164_1163_1280_1243_1171_1171_1187_1169_1168_1138_1139_1138_1168_1138_1163_1163_1242_1163_1242_1163_1242_1163_1163_1139_1163_1163_1138_1139_1139_1139_1138_1168_1163_1163_1169_1168_1168_1139_1171_1168_1168_1139_1139_1138_1138_1169_1168_1168_1138_1138_1167_1168_1169_1158_1187_1171_1158_1158_1243_1158_1243_1280_1164_1164_1166_1280_1166_1165_1185_1185_1164_1279_1169_1171_1187_1159_1243_1186_1279_1242_1242_475_475_1242_1172_1172_1172_475_1172_1172_1172_1172_1242_476_1172_1163_1170_1163_1242_1242_1172_475_1172_1172_1172_1242_1172_1242_475
92,4,4,480,576_480
93,4,1,484,539_485_484
94,2,1,492,563_492
95,1,1,495,495
96,25,19,496,1256_1256_1256_1256_1256_1256_495_1256_1256_1256_1256_1256_1256_1256_1256_1256_1256_1256_1256_496
97,1,1,508,508
98,216,41,511,729_729_729_730_730_729_372_512_729_372_1276_1276_372_729_513_730_730_729_513_512_372_372_372_372_372_730_372_373_730_730_372_730_729_729_729_729_513_374_372_373_372_512_372_1276_374_1276_1276_374_730_730_730_373_1276_1276_374_374_372_373_730_372_372_373_513_511
99,9,4,514,514_515_589_514
100,1,1,516,517_516
101,22,12,519,520_518_520_518_519_518_519_519_521_519_518_519_521_520
102,3,2,521,521
103,1,1,531,
104,1,1,540,
105,140,35,570,691_569_571_691_691_569_569_569_571_569_691_569_571_569_571_569_569_571_569_569_692_692_569_691_569_691_691_571_571_571_571_571_570_692_692_692
106,1,1,588,588
107,1,1,592,
108,1,1,596,596
109,53,24,611,641_642_641_642_704_705_704_641_704_640_640_641_641_642_641_642_642_642_641_641_641_640_642_642_642_641_641_642_642_611_704_704_642
110,1,1,628,628
111,1,1,633,633
112,2,1,640,640
113,1,1,668,668
114,1,1,670,670
115,1,1,673,673
116,1,1,675,676_675
117,1,1,678,
118,9,4,679,1255_1254_1255
119,1,1,684,684
120,1,1,688,689_688
121,3,1,695,697
122,1,1,701,702_701
123,1,1,708,708
124,1,1,711,711
125,1,1,715,715
126,3,3,724,
127,1,1,729,
128,3,3,730,
129,1,1,738,
130,1,1,741,741
131,1,1,747,747
132,1,1,750,750
133,2,2,754,754
134,375,42,759,970_918_1356_918_758_1356_1355_1355_918_918_970_918_1356_759_945_941_761_761_761_970_941_759_759_1356_1355_917_759_941_761_945_945_942_942_917_918_1355_761_761_759_945_918_1355_1355_1356_1355_1356_758_759_1355_1356_1355_1355_918_970_1381_969_970_969_970_970_970_970_758_945_945_945_759_759_1355_918_1356_1356_918_917_761_1381_941_761_1381_759_761_758_759
