,ID,N
552,1915,3.4249941838134244
553,2312,3.4215290588709415
554,526,3.4165645775975433
555,671,3.4009459564775013
556,2200,3.388649579110099
557,457,3.3793930673568395
558,723,3.3779377538597677
559,1678,3.377149418938281
560,267,3.3600041106518033
561,914,3.347891542520697
562,338,3.316523784645723
563,2451,3.272991134465498
564,2147,3.260897865418624
565,82,3.2434130916765036
566,828,3.240073024930669
567,15,3.2353452619255174
568,1050,3.2115015297884857
569,1114,3.1991080432581014
570,1379,3.1904662323059774
571,636,3.1846853966395905
572,909,3.1562755647482557
573,856,3.155908724774676
574,1031,3.1382466794321995
575,1751,3.1287822211420413
576,1287,3.118245183920807
577,643,3.1062644903829395
578,934,3.0979187141086637
579,134,3.0948838239672827
580,894,3.0823928622196908
581,1003,3.07571115348226
582,535,3.055143948401136
583,927,3.0499876471376153
584,155,3.0201319740004258
585,1137,3.015900654165083
586,99,3.0092777455080726
587,941,3.007412100179265
588,1348,2.995218448959587
589,139,2.990172193105311
590,1113,2.986736520915279
591,1451,2.9796032248878053
592,2132,2.9790427805642303
593,1773,2.975770037194585
594,1837,2.954374588185907
595,1740,2.9290983757764746
596,2028,2.92243332132525
597,40,2.916417662733769
598,1551,2.9125270772712537
599,2439,2.9115434588583002
600,788,2.9104987019343067
601,1788,2.904204693620493
602,1461,2.902637976474753
603,366,2.894092790276462
604,906,2.8866209538782157
605,1842,2.886383048220713
606,926,2.877812663918037
607,1226,2.862426878599041
608,442,2.8583450055273665
609,2357,2.849671776566786
610,396,2.8432298104696696
611,1213,2.8304971329616087
612,709,2.8272005485167293
613,1608,2.823611276878926
614,911,2.8191177320380874
615,591,2.815220322413931
616,1810,2.8126000163509906
617,2010,2.8099750218331208
618,2192,2.809694201574999
619,2318,2.804828060133539
620,91,2.803926828620123
621,39,2.801314497613676
622,1943,2.793184435861734
623,481,2.7514283868337106
624,2105,2.744046247928818
625,513,2.733598672667642
626,1135,2.730006865929178
627,111,2.7212337768402985
628,1244,2.7192530992250465
629,1865,2.7180290697274665
630,674,2.7163034317152572
631,178,2.7103441675796884
632,107,2.7053197007579697
633,991,2.7036800672132664
634,2172,2.6953501017505723
635,1660,2.692688957277681
636,1613,2.6914588458807858
637,1446,2.6816193562627113
638,1389,2.6585375410271417
639,2060,2.6535971278865422
640,1861,2.6514687110792625
641,1742,2.639217424422904
642,1452,2.636277632528613
643,808,2.6311099483572047
644,11,2.628314839422002
645,1888,2.604211413971967
646,922,2.6038327538737462
647,1619,2.603815811169136
