,S,N
1940,186,3
1941,185,3
1942,184,1
1943,183,4
1944,182,10
1945,181,1
1946,180,8
1947,179,3
1948,178,2
1949,177,5
1950,176,4
1951,175,2
1952,174,3
1953,173,3
1954,172,7
1955,171,2
1956,170,3
1957,169,3
1958,167,1
1959,166,1
1960,165,5
1961,164,5
1962,163,2
1963,162,1
1964,161,5
1965,160,1
1966,158,1
1967,157,3
1968,156,5
1969,155,6
1970,154,3
1971,153,4
1972,152,2
1973,150,2
1974,149,5
1975,148,3
1976,147,2
1977,146,2
1978,145,3
1979,144,5
1980,141,2
1981,140,5
1982,139,2
1983,138,1
1984,137,1
1985,136,2
1986,135,1
1987,134,2
1988,132,4
1989,131,1
1990,130,3
1991,129,3
1992,127,1
1993,126,5
1994,125,4
1995,123,1
1996,120,4
1997,119,1
1998,118,1
1999,117,7
2000,115,1
2001,113,1
2002,109,1
2003,108,5
2004,107,3
2005,106,3
2006,104,1
2007,102,1
2008,101,1
2009,93,1
2010,92,3
2011,91,1
2012,89,3
2013,88,2
2014,87,3
2015,86,1
2016,85,2
2017,79,4
2018,78,2
2019,77,1
2020,76,2
2021,75,2
2022,74,2
2023,71,4
2024,70,3
2025,69,2
2026,68,4
2027,67,4
2028,66,3
2029,65,1
2030,64,2
2031,63,3
2032,60,6
2033,59,1
2034,57,7
2035,56,1
2036,55,1
2037,54,1
2038,53,5
2039,52,4
2040,51,5
2041,50,4
2042,48,1
2043,47,1
2044,44,1
2045,43,3
2046,36,1
2047,33,2
2048,31,9
2049,20,2
2050,18,2
2051,13,1
2052,8,2
2053,7,1
2054,6,3
2055,3,1
2056,2,2
2057,1,2
